,Impulsivity,Reckless_behaviour,Blurting,Interrupting,Talkative,Difficulty_delaying_gratification,Difficulty_waiting_turn,Misjudged_time,Inattention,Fidgety,Restless,Difficulty_concentrating,Needed_deadlines,Irritable,Impatient,Stubborn,Bored,Difficulty_sleeping,Checking_for_mistakes,Difficult_to_touch_rubbish,Contamination_concerns,Performed_rituals,Compulsions_1,Checking,Try_to_prevent_harm,Checking_so_nothing_terrible_would_happen,Rituals_for_protection,Fear_of_mistakes,Perfectionism,Responsibility_to_ensure_everything_was_in_order,Very_strict_with_self,One_right_way_to_do_things,Upsetting_thoughts,Obsessive_thoughts,Compulsions_2,Fear_of_acting_on_compulsions,Guilt_about_obsessions,Thoughts_would_harm_other_people_unintentionally,Having_upsetting_thought_made_it_more_likely_to_happen,Repeat_words_to_stop_obsessions,Need_for_order,Strict_routine_doing_ordinary_things,Do_everything_exactly_right_leaving_home,Got_stuck_doing_routine_behaviours,Suicidal_ideation,Intrusive_thoughts_about_self_harm,Suicidal_ideation_and_plans,Told_someone_about_suicidality,Fear_of_fear,Sought_help_for_panic,Rush_of_fear_and_related_impairment,Fear_of_specific_situations,Claustrophobia,Safety_zone,Thought_might_be_dying,Afraid_of_physical_symptoms,Frightened_by_nausea,Fear_of_loss_of_control,Disconnected_or_detached,Racing_or_pounding_heart,Trembling,Feeling_anxious_,Fear,Avoidance_of_social_situations_1,Avoid_disagreeing_with_others,Concerns_about_being_observed_public_speaking,Tension_headaches_before_social_situations,Angry,Bad_temper,Guilt_about_anger,Felt_like_breaking_things,Anger_fixation,Resentful,Guilt_and_low_self_worth,Envy,Hostile,Loss_of_control_of_drinking,Using_larger_amounts_of_alcohol_than_intended,Fast_drinking_for_quick_effect,Drank_for_negative_affect,Drank_because_nothing_to_do,Drank_because_angry_with_self,Drank_because_lonely,Drank_because_annoyed,Drank_because_tense,Drank_because_of_physical_pain,Large_amounts_of_time_drinking,Used_drugs_to_get_high,Time_recovering_from_drugs,Drank_because_deserved_it,Drank_to_unwind,Depressed_mood,Felt__attacked,Paranoia__people_are_against_them_,Thoughts_of_people_trying_to_upset_deliberately,Olfactory_hallucination,Sense_of_unreality,Sense_of_danger_or_dread,Something_seriously_wrong_with_body,Lights_or_colours_seemed_brighter,Paranormal_experiences,Thought_insertion,Doubted_dreams_were_the_product_of_own_mind,Thought_broadcasting,Someone_something_playing_games_with_mind,Felt_part_of_body_did_not_belong,Paranoia__people_want_to_hurt_them,Paranoia__being_followed_or_observed,Auditory_hallucinations,Mistook_noises_for_voices,Ideas_of_reference,Special_powers,Felt_was_very_special,Had_a_sixth_sense,Heard_voices,Anxious_arousal_due_to_trauma,Dysphoria_due_to_trauma,Avoidance_of_cues_and_emotional_detachment,Self_blame_for_trauma,Trauma_amnesia,Reexperiencing_trauma,Social_interaction_concerns,Role_and_relationship_impairment_from_drug_use,Relationship_friction_around_drug_use,Urge_to_use_drugs,Money_problems_due_to_drug_use,Used_drugs_in_hazardous_situations,Prioritising_drug_use,Dependence_on_drugs,Withdrawal_from_drugs,Had_to_keep_taking_drugs_once_started,Used_drugs_after_deciding_not_to,Tolerance_to_drugs,More_drugs_than_intended_and_despite_psychological_problems,Suicidal_plans,Hopelessness,Suicidal_thoughts__better_off_dead,Unafraid_of_dying,Worry_about_panic,Fear_of_leaving_the_house_alone,Nervous_or_anxious,Panic_episode,Afraid_would_have_a_heart_attack_stroke_suffocate_or_die,Chest_pain,Felt_could_not_breathe,Dizzy_or_lightheaded,Feared_fainting,Avoidance_of_social_situations_2,Avoidance_of_crowded_places,Fear_of_negative_evaluation,Fear_of_being_centre_of_attention,Drinking_large_amounts,Felt_should_cut_down_drinking,Anhedonia,Felt_like_a_failure
Got_stuck_doing_routine_behaviours,0.285461875,0.251568039,0.31436122,0.248875843,0.214995639,0.284549888,0.313771071,0.313779255,0.375683384,0.352266581,0.324998436,0.366078614,0.258056446,0.297569488,0.320427483,0.27322609,0.304694517,0.269504885,0.523056268,0.341280853,0.421700879,0.438431194,0.55743034,0.418434372,0.390632692,0.442391805,0.389602384,0.47791916,0.515461318,0.403308075,0.41697626,0.417216081,0.445545975,0.422996386,0.471264029,0.445867747,0.356956755,0.329804028,0.417390692,0.39628676,0.504435364,0.504264682,0.477658793,1,0.201179316,0.309962562,0.236973613,0.159663059,0.34441609,0.228569972,0.371553697,0.364770135,0.269287848,0.292515403,0.326214093,0.328022839,0.305493784,0.360447148,0.33561885,0.30494151,0.279372292,0.344862524,0.366924589,0.327081847,0.288429031,0.36818778,0.309210471,0.291015233,0.246530724,0.24273649,0.239614533,0.30133763,0.336541402,0.318302216,0.245359899,0.274169708,0.152716306,0.124200927,0.152701948,0.178333998,0.152152729,0.192832424,0.147711852,0.132316528,0.171691368,0.129959477,0.138922225,0.150650849,0.09372989,0.108997352,0.059466394,0.314114822,0.204716299,0.348451611,0.281713715,0.18233555,0.30733633,0.280932855,0.252456467,0.263752089,0.284615443,0.255380475,0.2202609,0.311005151,0.2563252,0.223641455,0.253254552,0.281286684,0.237793458,0.214786417,0.227256961,0.239486949,0.205598467,0.205118888,0.252881939,0.290611531,0.269103988,0.285042296,0.23248363,0.241942139,0.268864872,0.347651717,0.228949874,0.159319726,0.156804071,0.137456768,0.171313856,0.192060608,0.177447748,0.065724973,0.154267432,0.159118442,0.171116297,0.190601685,0.215654592,0.295669879,0.274666303,0.150794675,0.312824704,0.304923998,0.309031173,0.360225273,0.282812094,0.283586636,0.324086477,0.299188179,0.260205596,0.294607127,0.290719216,0.356808561,0.341881777,0.08900949,0.091095331,0.306096687,0.293727319
Suicidal_ideation,0.290375101,0.314169245,0.311542666,0.235415394,0.223265973,0.327317918,0.261101193,0.293621142,0.441207728,0.34326732,0.243530744,0.457989512,0.26624216,0.393685883,0.368801693,0.293250683,0.31559664,0.373695921,0.286773156,0.170781165,0.184567829,0.155660406,0.268109199,0.16781106,0.235147556,0.20164566,0.182801313,0.393626331,0.261494048,0.200674605,0.256428887,0.248286599,0.482562653,0.317345508,0.282008889,0.432219984,0.384751777,0.297705816,0.328286914,0.26387032,0.254368009,0.211501144,0.203933397,0.201179316,1,0.591908184,0.868117642,0.512347421,0.383560561,0.214034505,0.467273872,0.430717524,0.270399047,0.299508454,0.344540555,0.344696766,0.29011681,0.457008443,0.438345512,0.354477983,0.366086503,0.504714206,0.480004661,0.457825923,0.299716372,0.439784018,0.327955173,0.38648828,0.314800138,0.295423646,0.36817897,0.372857695,0.403374003,0.558856328,0.334488721,0.257438536,0.202359773,0.163586965,0.230117681,0.293578272,0.195819995,0.267367366,0.22847533,0.177866938,0.192179467,0.145472591,0.185488561,0.231754264,0.209225546,0.130658631,0.078278816,0.655961123,0.255530668,0.401241262,0.289087745,0.167560486,0.344178696,0.297015165,0.272118143,0.235813627,0.254260211,0.253730365,0.224227038,0.326385908,0.24287537,0.20986261,0.308100664,0.274371008,0.263487658,0.225844051,0.175603399,0.186181511,0.172353358,0.139967925,0.273989956,0.336295771,0.371552399,0.382151038,0.341991732,0.2494224,0.356378141,0.445142329,0.236255773,0.177850257,0.201106891,0.146061894,0.109177428,0.193934291,0.245310469,0.155544858,0.143749372,0.187484192,0.186593892,0.210717314,0.758313588,0.741698959,0.812047129,0.481820615,0.340582944,0.338828236,0.364350481,0.411564831,0.26020845,0.315010288,0.338771505,0.301992094,0.279622597,0.409823359,0.374877937,0.418526505,0.397785201,0.140932144,0.095551603,0.621595172,0.585952211
Intrusive_thoughts_about_self_harm,0.276482656,0.345638206,0.300877162,0.211722043,0.197927697,0.298325815,0.271760109,0.290287965,0.406779901,0.350545036,0.283098661,0.412600296,0.238936821,0.348271448,0.338004845,0.283257602,0.302082351,0.350663405,0.379183532,0.220663734,0.276291854,0.259900579,0.372967139,0.26370725,0.330360444,0.304125244,0.296600273,0.448137253,0.341963544,0.255978731,0.336998531,0.324937845,0.534845193,0.41342642,0.401181933,0.539038462,0.459882968,0.411400547,0.42364039,0.378112293,0.338076837,0.313657611,0.300435278,0.309962562,0.591908184,1,0.614977589,0.432787718,0.398439941,0.281617611,0.459662951,0.430114912,0.301992822,0.331147006,0.407459478,0.399700878,0.37005732,0.484837422,0.430241569,0.371677378,0.357978329,0.455489141,0.449714713,0.401313155,0.309848523,0.412880814,0.329273053,0.342717179,0.285931461,0.277784781,0.335337064,0.339930996,0.3577434,0.454185144,0.297840868,0.254317719,0.184884433,0.140970592,0.205674762,0.251252637,0.149773946,0.248191391,0.180672328,0.177516831,0.190853192,0.158981841,0.188824626,0.248876062,0.237071612,0.123693669,0.053795192,0.490750939,0.263012078,0.391698922,0.31727755,0.209348609,0.371186324,0.323062035,0.272961009,0.26746144,0.282270332,0.324963033,0.29819733,0.36669144,0.283663993,0.304645821,0.330673362,0.327729575,0.286131139,0.25322324,0.202436676,0.211246058,0.182497702,0.154686269,0.322068219,0.331750566,0.327768555,0.355884539,0.320928107,0.261190327,0.335952,0.412535864,0.296080218,0.23758387,0.241095682,0.164503064,0.197291257,0.199828609,0.235713319,0.213556544,0.211518362,0.237458781,0.21193259,0.245429024,0.579450656,0.521689655,0.54659859,0.316265441,0.383765261,0.397568132,0.368445442,0.439210366,0.307383267,0.329703708,0.386511548,0.326760141,0.330249293,0.361255587,0.350295204,0.397164922,0.387250936,0.116928033,0.074309852,0.467943684,0.460790261
Suicidal_ideation_and_plans,0.314985254,0.347483118,0.32184726,0.236140334,0.240842422,0.340159258,0.272229657,0.311079822,0.455817422,0.369954073,0.264813139,0.46392571,0.271060064,0.393329427,0.372722485,0.303109628,0.315947891,0.380030998,0.312907304,0.181893405,0.213119053,0.177374284,0.277379481,0.18958599,0.256316492,0.229898304,0.194241903,0.404450597,0.28274932,0.214078117,0.262422503,0.26746627,0.498643516,0.333567182,0.284710888,0.458755437,0.395777171,0.326151465,0.343583609,0.27389716,0.264222562,0.235841438,0.22541457,0.236973613,0.868117642,0.614977589,1,0.525614737,0.407169132,0.231137608,0.480274301,0.452893665,0.287536736,0.328003029,0.373507115,0.370583846,0.317470055,0.48307022,0.458389053,0.370966351,0.379272718,0.502086721,0.48452076,0.46683573,0.307897911,0.443190486,0.348547668,0.383020609,0.321275404,0.289554897,0.384768508,0.36720846,0.40684841,0.558250018,0.327526455,0.264874167,0.208168614,0.171490153,0.229148413,0.301858969,0.187093847,0.26603631,0.237668932,0.191699453,0.184912355,0.18316927,0.19817545,0.246866081,0.232218318,0.157631811,0.099109221,0.641271889,0.258976332,0.422089919,0.307852728,0.177816071,0.363565829,0.314318348,0.302337487,0.244303417,0.272051959,0.265501649,0.231537508,0.339104962,0.263448603,0.23188137,0.336600828,0.296079063,0.266163885,0.23455621,0.169565622,0.17768561,0.202328071,0.144834749,0.274843009,0.343804726,0.37793433,0.386535187,0.346358459,0.26890818,0.366047761,0.450545764,0.268693211,0.211887707,0.231894869,0.1960491,0.140106874,0.218935457,0.265696841,0.196066076,0.161596309,0.21432941,0.222359031,0.23066172,0.775977525,0.725883213,0.796284775,0.508390933,0.362368421,0.349297533,0.364028999,0.425059529,0.279273467,0.331826411,0.349204991,0.328372457,0.298173181,0.416200495,0.38812863,0.42128273,0.404905432,0.146416351,0.107949782,0.605228508,0.569784901
Told_someone_about_suicidality,0.19075765,0.23288292,0.210598442,0.151777877,0.1519575,0.202052055,0.165146546,0.181619234,0.268382497,0.230608576,0.166899765,0.282817271,0.16436534,0.249711949,0.225707822,0.206140829,0.194404188,0.238383859,0.186321506,0.098757813,0.12446915,0.119207277,0.179338383,0.134028091,0.169648627,0.15983112,0.161438025,0.235383794,0.169655934,0.117160999,0.168539256,0.150901238,0.283666183,0.21908813,0.190055953,0.302361752,0.250622152,0.210780793,0.22089478,0.192202541,0.175052621,0.158879657,0.159222009,0.159663059,0.512347421,0.432787718,0.525614737,1,0.253134372,0.252181063,0.294172697,0.285323566,0.208677685,0.215213389,0.260229628,0.241509621,0.209458316,0.329323513,0.266318285,0.248236427,0.234432713,0.323845947,0.304431619,0.268794275,0.166787975,0.255265344,0.212099775,0.257592851,0.214466669,0.202386063,0.262457797,0.251709624,0.272845966,0.335182855,0.216296331,0.195966835,0.143405868,0.099832642,0.149505466,0.227384865,0.102990092,0.200538053,0.147703973,0.131172532,0.14002878,0.159655971,0.13573506,0.222324543,0.217296147,0.099109251,0.069752075,0.392820807,0.186110933,0.253477663,0.199946096,0.132718213,0.226735145,0.172359611,0.178224931,0.172301436,0.194368306,0.224823322,0.166369563,0.230240453,0.20161618,0.189921926,0.217805096,0.196594936,0.193818313,0.19616823,0.120087964,0.155147727,0.142059865,0.101811506,0.191672951,0.241963771,0.273185396,0.267426186,0.250904208,0.178820746,0.272603271,0.256758983,0.2262451,0.192793052,0.166912448,0.129478068,0.200071858,0.182669735,0.181929395,0.130605324,0.159490816,0.225164175,0.154647623,0.22179382,0.555042644,0.445158,0.476554369,0.2911002,0.234353106,0.262386314,0.218128986,0.274539856,0.193266606,0.231016146,0.220794258,0.200448252,0.195913451,0.245237105,0.224820343,0.24596364,0.234046117,0.106336704,0.060876478,0.36618387,0.354167243
Fear_of_fear,0.318150478,0.312187964,0.394238583,0.292730416,0.27314908,0.320765663,0.34627517,0.339289417,0.505571315,0.465184929,0.357260793,0.502930975,0.300217845,0.402163351,0.408014068,0.321666433,0.353509518,0.429512976,0.422602126,0.241048471,0.290381489,0.264381384,0.377988898,0.276309684,0.364460847,0.318810637,0.290848834,0.474963518,0.380926097,0.287604793,0.361295705,0.318094326,0.548608159,0.399323843,0.320701308,0.466992456,0.411755784,0.289167677,0.374420569,0.352461655,0.377015739,0.345397446,0.332182795,0.34441609,0.383560561,0.398439941,0.407169132,0.253134372,1,0.556795349,0.793658123,0.754948985,0.557499129,0.593324562,0.637850196,0.716952366,0.553199234,0.648996049,0.574877885,0.650288836,0.504328063,0.644805334,0.700040868,0.580914489,0.436470528,0.589104124,0.548694488,0.398127679,0.314889663,0.313531636,0.321536464,0.378411069,0.426273634,0.520872367,0.326058533,0.290183815,0.18861477,0.134466171,0.196403834,0.251816087,0.160013559,0.239901631,0.200676197,0.200419067,0.260245097,0.208990088,0.167642151,0.265446998,0.196425546,0.110011565,0.050159249,0.549554556,0.25077312,0.43540173,0.314589603,0.218939733,0.361901314,0.412345582,0.333207803,0.288865929,0.305605733,0.254326566,0.227121645,0.347144169,0.240692677,0.238584982,0.334982553,0.335423883,0.264613956,0.186901934,0.210732635,0.202194144,0.213243922,0.191444664,0.289424411,0.579252761,0.552892327,0.561354056,0.452034262,0.435559491,0.552955148,0.603099405,0.244380986,0.26564343,0.258940484,0.216206585,0.180383271,0.22869185,0.293801694,0.203533418,0.189755052,0.181321909,0.254985324,0.288058362,0.3755487,0.502589035,0.451228968,0.229795112,0.798610118,0.671043808,0.658444797,0.776962314,0.5155147,0.571339803,0.665262316,0.574422792,0.525297672,0.521548949,0.534806953,0.560757395,0.553173629,0.113076873,0.080478564,0.516037553,0.503995786
Sought_help_for_panic,0.205929704,0.216651301,0.27047525,0.180086256,0.181286602,0.209575564,0.240922917,0.236564453,0.312012712,0.288850197,0.237676442,0.312620923,0.159064009,0.23035649,0.257917929,0.185706208,0.227392259,0.261514117,0.249266563,0.154658523,0.191603724,0.181905543,0.271255916,0.190703103,0.274071764,0.224830765,0.221093777,0.30411116,0.234118907,0.183619494,0.247317731,0.22322051,0.350733472,0.282667315,0.252903217,0.315743982,0.294022399,0.228783832,0.28918482,0.273315291,0.250245981,0.251428382,0.22014514,0.228569972,0.214034505,0.281617611,0.231137608,0.252181063,0.556795349,1,0.491547084,0.463170944,0.357832605,0.41947686,0.456186358,0.482821312,0.403547935,0.465152377,0.381174116,0.420952718,0.330135573,0.407764909,0.442449453,0.313938635,0.252612781,0.34320604,0.354617737,0.247696975,0.195460303,0.200047809,0.219098148,0.232134887,0.261566904,0.300200012,0.197935164,0.202528717,0.115072349,0.076906576,0.129686408,0.169203885,0.087024811,0.170986334,0.113402799,0.154631671,0.196640367,0.1478817,0.125019072,0.173649359,0.139525874,0.060371094,0.009199723,0.306910314,0.168236677,0.264307191,0.225821664,0.159080551,0.225263231,0.266657607,0.225380519,0.222243938,0.223310093,0.184383733,0.171626311,0.262314168,0.199679133,0.164133686,0.252087701,0.227031934,0.194896114,0.166019353,0.173787431,0.175647106,0.141691777,0.149743064,0.201108645,0.375032345,0.360204206,0.349853164,0.315190059,0.295496709,0.366228,0.345342144,0.17228529,0.251791541,0.204447291,0.191503918,0.161711321,0.179149428,0.190869635,0.168260524,0.171290814,0.108179065,0.162239729,0.208708506,0.206866869,0.28551312,0.245039673,0.112421532,0.513227023,0.494687204,0.417346349,0.516588949,0.348961804,0.391416627,0.450358296,0.419918329,0.416104649,0.272726988,0.289740023,0.328888073,0.317968005,0.079264667,0.056287638,0.301996957,0.283825221
Rush_of_fear_and_related_impairment,0.390783718,0.365640282,0.462790664,0.347960028,0.333196378,0.426564515,0.402129525,0.41359848,0.610051288,0.536684298,0.416801205,0.629780814,0.386181981,0.498603743,0.520858975,0.38889907,0.432967297,0.501882256,0.485531588,0.277849585,0.307304457,0.273973825,0.42000608,0.310257422,0.391976799,0.350172936,0.297694652,0.585781634,0.443782045,0.351408936,0.416269691,0.366719222,0.658280817,0.475983723,0.364779005,0.539641146,0.477926529,0.337373127,0.445643114,0.385799567,0.422463829,0.360590575,0.34853952,0.371553697,0.467273872,0.459662951,0.480274301,0.294172697,0.793658123,0.491547084,1,0.797818104,0.527451021,0.604116054,0.622336616,0.693414507,0.544321176,0.707401934,0.659435783,0.636075477,0.515998182,0.768367585,0.785056686,0.697481849,0.522345409,0.701547589,0.589746041,0.482676349,0.381355652,0.386137712,0.368740437,0.465870286,0.524754245,0.641471204,0.434093055,0.365801971,0.222630958,0.166648228,0.227998751,0.294849235,0.192626101,0.28796953,0.230079519,0.229998626,0.32488582,0.186854892,0.171690682,0.2856765,0.230733249,0.136890296,0.069278064,0.683389665,0.282012197,0.516908494,0.354585583,0.21829979,0.403148149,0.470362234,0.355342017,0.301752675,0.325301722,0.263956103,0.231291102,0.387535893,0.279096601,0.236982877,0.367597494,0.377259204,0.276866473,0.212468508,0.218822087,0.213067212,0.248995802,0.189932136,0.293965886,0.629051513,0.60640861,0.617297965,0.507936129,0.465431772,0.601748279,0.720767196,0.314174371,0.282009242,0.302480122,0.250742023,0.192296207,0.252546469,0.349093855,0.204599391,0.235465266,0.235252712,0.295652554,0.337074385,0.418444823,0.624576128,0.552780859,0.283071121,0.704426717,0.603402584,0.753493638,0.801946156,0.482147769,0.54047194,0.623595616,0.571541722,0.487551152,0.618955472,0.597200138,0.662693188,0.65242577,0.144982404,0.09639089,0.627482626,0.617646624
Fear_of_specific_situations,0.353587453,0.340259282,0.426108826,0.312171651,0.30461433,0.376522779,0.397366436,0.378169259,0.549963306,0.516383411,0.378533234,0.558519459,0.32632999,0.46881445,0.46395197,0.380289392,0.415146247,0.465136511,0.466767376,0.304445572,0.345614291,0.273932758,0.413184118,0.31764731,0.377937393,0.346028712,0.297729405,0.526316096,0.411333878,0.323722534,0.383767012,0.363003128,0.575957328,0.423331422,0.340316943,0.498644012,0.445015865,0.334561177,0.414435697,0.357812199,0.404762432,0.359492561,0.360270337,0.364770135,0.430717524,0.430114912,0.452893665,0.285323566,0.754948985,0.463170944,0.797818104,1,0.605206265,0.633662609,0.588941443,0.655652184,0.553029129,0.64360536,0.609530831,0.581606438,0.498200464,0.667123056,0.72116936,0.718798141,0.496930207,0.684821915,0.586401134,0.436867092,0.35308142,0.343369116,0.357001693,0.418547718,0.473115047,0.573247171,0.378199092,0.349883564,0.198251422,0.155467775,0.20790988,0.265145299,0.182092954,0.2678882,0.223483105,0.198511185,0.270124214,0.20891653,0.172148316,0.287282461,0.189165325,0.119373817,0.060223063,0.617930825,0.269439089,0.494198465,0.341854237,0.243070486,0.396351344,0.430139987,0.366427026,0.316381039,0.332431853,0.271492627,0.219046189,0.381710305,0.27084775,0.24868956,0.369187158,0.377367211,0.300514157,0.223425989,0.217607465,0.220909838,0.243080038,0.208854441,0.298196055,0.622397221,0.596519754,0.618336055,0.477640462,0.475884997,0.58525285,0.715694065,0.278784896,0.281058092,0.284048006,0.249874831,0.174403017,0.250655899,0.329813486,0.191081269,0.235810311,0.212272061,0.265662587,0.293654866,0.409297901,0.563461177,0.511805659,0.279205664,0.675232967,0.634052124,0.636281346,0.707150144,0.479623809,0.504719332,0.607276556,0.541974805,0.509919332,0.64514741,0.702350445,0.637410033,0.65682034,0.132272858,0.0807222,0.573974553,0.554565048
Claustrophobia,0.240151097,0.208429948,0.282659844,0.232370642,0.217711611,0.223715714,0.288499017,0.22147384,0.363041722,0.35083548,0.274108898,0.347490373,0.212063128,0.298877846,0.302104596,0.238267849,0.286984154,0.306975884,0.330104574,0.242804584,0.267644257,0.220926829,0.293856794,0.244912066,0.280534126,0.25446351,0.24865012,0.323667635,0.29765882,0.216061645,0.267841103,0.261149403,0.372798431,0.290278202,0.24627166,0.351629553,0.298470637,0.250059224,0.287517096,0.275801662,0.284520796,0.288140989,0.264187544,0.269287848,0.270399047,0.301992822,0.287536736,0.208677685,0.557499129,0.357832605,0.527451021,0.605206265,1,0.441668638,0.464795453,0.490052581,0.432268601,0.441123249,0.419500514,0.424794239,0.340458048,0.428061345,0.487755004,0.448708255,0.329824445,0.434969477,0.422968723,0.296725096,0.242270691,0.238111466,0.259330421,0.280555767,0.30826522,0.367819636,0.221386009,0.230212642,0.137665154,0.10838873,0.143944895,0.181196932,0.117584124,0.176429581,0.156586983,0.154525255,0.191069599,0.178205541,0.123493842,0.139169602,0.095520018,0.080130413,0.054807932,0.380610683,0.177713206,0.313218079,0.238475246,0.212401077,0.275639224,0.336642895,0.251523309,0.250283232,0.248435483,0.217395317,0.193281505,0.276011994,0.193171238,0.210692207,0.272762323,0.254843695,0.221197033,0.161969484,0.185280501,0.160158629,0.172463806,0.214705476,0.234076548,0.452604308,0.429019599,0.442783755,0.37215138,0.331981553,0.431767826,0.445555869,0.133847183,0.151832526,0.131224161,0.135420523,0.119144982,0.117778073,0.177918979,0.124972831,0.128304935,0.108299255,0.172356366,0.152406881,0.293922072,0.338787981,0.320145431,0.172138604,0.507415365,0.50912434,0.425530827,0.522123869,0.410808359,0.404853595,0.503759137,0.414269492,0.41762526,0.407642913,0.478089937,0.407469331,0.424317659,0.085932686,0.067481119,0.348251335,0.344784572
Safety_zone,0.265475311,0.24102352,0.314467136,0.236073237,0.204004937,0.272343305,0.287943557,0.284785094,0.391932786,0.359703575,0.274409697,0.405615019,0.233839329,0.32637039,0.320867102,0.255191101,0.300246747,0.347600631,0.342772653,0.242385803,0.288592434,0.216511694,0.339278501,0.269940343,0.320659606,0.282290719,0.256577856,0.374432683,0.328187137,0.263332814,0.298811908,0.284377568,0.436018582,0.344509221,0.281075381,0.381042745,0.327671624,0.245956741,0.308974561,0.290814448,0.309162687,0.294231856,0.308699169,0.292515403,0.299508454,0.331147006,0.328003029,0.215213389,0.593324562,0.41947686,0.604116054,0.633662609,0.441668638,1,0.47525452,0.538818511,0.456243123,0.50144549,0.474203235,0.457373527,0.371761574,0.488126208,0.533624168,0.506694661,0.359281121,0.474158865,0.428544856,0.301104591,0.237714419,0.246038928,0.257235191,0.295733949,0.335133453,0.395267695,0.261557324,0.247876387,0.119298374,0.062946328,0.126767575,0.179903463,0.114499604,0.185421841,0.151230165,0.15389875,0.198272348,0.160333325,0.124231602,0.203803354,0.126464134,0.08479081,0.030749495,0.436654914,0.191223826,0.351527309,0.2841884,0.172279875,0.309158976,0.329319042,0.309618266,0.247019738,0.254494892,0.218402871,0.198649889,0.309101385,0.204965933,0.226960904,0.289296282,0.291076795,0.215060205,0.173421396,0.185859971,0.182362474,0.189492049,0.187496963,0.206609875,0.487822318,0.46696842,0.474375668,0.386919225,0.358658734,0.458694069,0.493362774,0.215300073,0.207209951,0.207325885,0.189165042,0.093628159,0.184670302,0.239885212,0.168136877,0.147808613,0.121024762,0.195755974,0.209834156,0.315451694,0.395330028,0.357892526,0.214465399,0.544069919,0.572967609,0.473142321,0.557299157,0.396764867,0.405987006,0.474077957,0.411688163,0.393413861,0.454516258,0.483046383,0.440838017,0.461885397,0.049562357,0.059265043,0.408171169,0.381991311
Thought_might_be_dying,0.307342604,0.310832779,0.358833092,0.269799945,0.256349821,0.298395339,0.298158956,0.305577125,0.428567926,0.374502719,0.324858114,0.409013127,0.239526225,0.33640033,0.344581197,0.280880806,0.307982115,0.358972951,0.373042316,0.234127885,0.292862318,0.282039386,0.380243972,0.291266166,0.362722587,0.334166262,0.309240525,0.397318938,0.327193464,0.270983861,0.31080879,0.301637515,0.490489853,0.387571574,0.346422279,0.464243401,0.394835646,0.312411966,0.385606371,0.362938143,0.327824041,0.32810497,0.313190211,0.326214093,0.344540555,0.407459478,0.373507115,0.260229628,0.637850196,0.456186358,0.622336616,0.588941443,0.464795453,0.47525452,1,0.661184404,0.568732949,0.607432334,0.511809344,0.577165369,0.460874646,0.516854002,0.575063744,0.450521777,0.345748937,0.463749368,0.439628058,0.343096979,0.290242918,0.2722353,0.285235544,0.329841892,0.381175228,0.431381367,0.259579565,0.279475331,0.210268759,0.155499076,0.190897188,0.218379364,0.172662775,0.246381025,0.169825202,0.175018826,0.23955583,0.21251166,0.17610603,0.196929955,0.17654553,0.144192777,0.069933463,0.45893297,0.242084439,0.397061656,0.327189569,0.233750225,0.358194665,0.424099733,0.385056038,0.282203795,0.325623584,0.274154911,0.249981332,0.343823994,0.269818291,0.236634998,0.369220615,0.33858555,0.275563723,0.218288231,0.229302416,0.238201855,0.235689031,0.207328696,0.300235551,0.506958721,0.480928989,0.495499548,0.403608486,0.389314145,0.484620206,0.462569867,0.223855224,0.219540794,0.216773503,0.161484965,0.137897907,0.179623547,0.235964684,0.14699355,0.17394965,0.148328053,0.214776724,0.210118138,0.35728989,0.435907086,0.406641128,0.169830336,0.601097573,0.581853915,0.507480721,0.642625388,0.642243303,0.568798216,0.626332157,0.531769146,0.538783316,0.402640102,0.409174384,0.442902036,0.431529258,0.139458353,0.1025525,0.430205339,0.4198789
